model_id,author,downloads,likes,pipeline_tag,library_name,created_at,last_modified,tags
sentence-transformers/all-MiniLM-L12-v2,sentence-transformers,5587556,315,sentence-similarity,sentence-transformers,2022-03-02 23:29:05+00:00,2026-03-31 16:05:12+00:00,"sentence-transformers,pytorch,rust,onnx,safetensors,openvino,bert,feature-extraction,sentence-similarity,transformers,en,dataset:s2orc,dataset:flax-sentence-embeddings/stackexchange_xml,dataset:ms_marco,dataset:gooaq,dataset:yahoo_answers_topics,dataset:code_search_net,dataset:search_qa,dataset:eli5,dataset:snli,dataset:multi_nli,dataset:wikihow,dataset:natural_questions,dataset:trivia_qa,dataset:embedding-data/sentence-compression,dataset:embedding-data/flickr30k-captions,dataset:embedding-data/altlex,dataset:embedding-data/simple-wiki,dataset:embedding-data/QQP,dataset:embedding-data/SPECTER,dataset:embedding-data/PAQ_pairs,dataset:embedding-data/WikiAnswers,arxiv:1904.06472,arxiv:2102.07033,arxiv:2104.08727,arxiv:1704.05179,arxiv:1810.09305,base_model:microsoft/MiniLM-L12-H384-uncased,base_model:quantized:microsoft/MiniLM-L12-H384-uncased,license:apache-2.0,eval-results,text-embeddings-inference,endpoints_compatible,region:us"
intfloat/multilingual-e5-base,intfloat,5559931,363,sentence-similarity,sentence-transformers,2023-05-19 10:26:40+00:00,2026-04-02 02:13:31+00:00,"sentence-transformers,pytorch,onnx,safetensors,openvino,xlm-roberta,mteb,Sentence Transformers,sentence-similarity,multilingual,af,am,ar,as,az,be,bg,bn,br,bs,ca,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,fy,ga,gd,gl,gu,ha,he,hi,hr,hu,hy,id,is,it,ja,jv,ka,kk,km,kn,ko,ku,ky,la,lo,lt,lv,mg,mk,ml,mn,mr,ms,my,ne,nl,no,om,or,pa,pl,ps,pt,ro,ru,sa,sd,si,sk,sl,so,sq,sr,su,sv,sw,ta,te,th,tl,tr,ug,uk,ur,uz,vi,xh,yi,zh,arxiv:2402.05672,arxiv:2108.08787,arxiv:2104.08663,arxiv:2210.07316,license:mit,model-index,eval-results,text-embeddings-inference,endpoints_compatible,region:us"
timm/mobilenetv3_small_100.lamb_in1k,timm,5369255,77,image-classification,timm,2022-12-16 05:38:36+00:00,2025-10-19 16:12:11+00:00,"timm,pytorch,safetensors,image-classification,transformers,dataset:imagenet-1k,arxiv:2110.00476,arxiv:1905.02244,license:apache-2.0,region:us"
deepseek-ai/DeepSeek-R1,deepseek-ai,5354651,13380,text-generation,transformers,2025-01-20 03:46:07+00:00,2025-03-27 04:01:59+00:00,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2501.12948,license:mit,eval-results,text-generation-inference,endpoints_compatible,fp8,region:us"
trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,trl-internal-testing,5296897,7,text-generation,transformers,2024-11-25 15:06:15+00:00,2025-12-19 19:10:57+00:00,"transformers,safetensors,qwen2,text-generation,trl,conversational,text-generation-inference,endpoints_compatible,region:us"
Qwen/Qwen3.6-27B,Qwen,5276956,1666,image-text-to-text,transformers,2026-04-21 07:50:43+00:00,2026-04-24 02:39:16+00:00,"transformers,safetensors,qwen3_5,image-text-to-text,conversational,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us"
Qwen/Qwen3.6-35B-A3B,Qwen,5129777,2060,image-text-to-text,transformers,2026-04-15 05:59:19+00:00,2026-04-24 02:53:42+00:00,"transformers,safetensors,qwen3_5_moe,image-text-to-text,conversational,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us"
nomic-ai/nomic-embed-text-v1,nomic-ai,5083933,573,sentence-similarity,sentence-transformers,2024-01-31 20:26:50+00:00,2026-04-07 14:16:41+00:00,"sentence-transformers,pytorch,onnx,safetensors,nomic_bert,feature-extraction,sentence-similarity,mteb,transformers,transformers.js,custom_code,en,arxiv:2402.01613,license:apache-2.0,model-index,text-embeddings-inference,endpoints_compatible,region:us"
openai/whisper-large-v3,openai,5051277,5802,automatic-speech-recognition,transformers,2023-11-07 18:41:14+00:00,2024-08-12 10:20:10+00:00,"transformers,pytorch,jax,safetensors,whisper,automatic-speech-recognition,audio,hf-asr-leaderboard,en,zh,de,es,ru,ko,fr,ja,pt,tr,pl,ca,nl,ar,sv,it,id,hi,fi,vi,he,uk,el,ms,cs,ro,da,hu,ta,no,th,ur,hr,bg,lt,la,mi,ml,cy,sk,te,fa,lv,bn,sr,az,sl,kn,et,mk,br,eu,is,hy,ne,mn,bs,kk,sq,sw,gl,mr,pa,si,km,sn,yo,so,af,oc,ka,be,tg,sd,gu,am,yi,lo,uz,fo,ht,ps,tk,nn,mt,sa,lb,my,bo,tl,mg,as,tt,haw,ln,ha,ba,jw,su,arxiv:2212.04356,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us"
Qwen/Qwen3.6-35B-A3B-FP8,Qwen,5037422,261,image-text-to-text,transformers,2026-04-15 06:05:13+00:00,2026-04-24 02:39:23+00:00,"transformers,safetensors,qwen3_5_moe,image-text-to-text,conversational,base_model:Qwen/Qwen3.6-35B-A3B,base_model:quantized:Qwen/Qwen3.6-35B-A3B,license:apache-2.0,endpoints_compatible,fp8,deploy:azure,region:us"
Comfy-Org/Wan_2.2_ComfyUI_Repackaged,Comfy-Org,4828712,734,,diffusion-single-file,2025-07-27 06:56:12+00:00,2025-12-09 09:02:14+00:00,"diffusion-single-file,comfyui,region:us"
Qwen/Qwen2.5-VL-3B-Instruct,Qwen,4815065,655,image-text-to-text,transformers,2025-01-26 09:25:35+00:00,2025-04-06 16:23:42+00:00,"transformers,safetensors,qwen2_5_vl,image-text-to-text,multimodal,conversational,en,arxiv:2309.00071,arxiv:2409.12191,arxiv:2308.12966,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
mixedbread-ai/mxbai-embed-large-v1,mixedbread-ai,4808240,809,feature-extraction,sentence-transformers,2024-03-07 15:45:34+00:00,2026-01-23 11:59:58+00:00,"sentence-transformers,onnx,safetensors,openvino,gguf,bert,feature-extraction,mteb,transformers.js,transformers,en,arxiv:2309.12871,license:apache-2.0,model-index,text-embeddings-inference,endpoints_compatible,region:us"
google/vit-base-patch16-224,google,4721336,969,image-classification,transformers,2022-03-02 23:29:05+00:00,2023-09-05 15:27:12+00:00,"transformers,pytorch,tf,jax,safetensors,vit,image-classification,vision,dataset:imagenet-1k,dataset:imagenet-21k,arxiv:2010.11929,arxiv:2006.03677,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
Qwen/Qwen3-1.7B,Qwen,4500270,481,text-generation,transformers,2025-04-27 03:41:05+00:00,2025-07-26 03:46:32+00:00,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,base_model:Qwen/Qwen3-1.7B-Base,base_model:finetune:Qwen/Qwen3-1.7B-Base,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
cyankiwi/gemma-4-26B-A4B-it-AWQ-4bit,cyankiwi,4407218,78,image-text-to-text,transformers,2026-04-03 00:28:19+00:00,2026-05-06 21:59:55+00:00,"transformers,safetensors,image-text-to-text,base_model:google/gemma-4-26B-A4B-it,base_model:finetune:google/gemma-4-26B-A4B-it,license:apache-2.0,endpoints_compatible,region:us"
openai/whisper-base,openai,4363839,271,automatic-speech-recognition,transformers,2022-09-26 06:50:46+00:00,2024-02-29 10:26:57+00:00,"transformers,pytorch,tf,jax,safetensors,whisper,automatic-speech-recognition,audio,hf-asr-leaderboard,en,zh,de,es,ru,ko,fr,ja,pt,tr,pl,ca,nl,ar,sv,it,id,hi,fi,vi,he,uk,el,ms,cs,ro,da,hu,ta,no,th,ur,hr,bg,lt,la,mi,ml,cy,sk,te,fa,lv,bn,sr,az,sl,kn,et,mk,br,eu,is,hy,ne,mn,bs,kk,sq,sw,gl,mr,pa,si,km,sn,yo,so,af,oc,ka,be,tg,sd,gu,am,yi,lo,uz,fo,ht,ps,tk,nn,mt,sa,lb,my,bo,tl,mg,as,tt,haw,ln,ha,ba,jw,su,arxiv:2212.04356,license:apache-2.0,model-index,endpoints_compatible,region:us"
dphn/dolphin-2.9.1-yi-1.5-34b,dphn,4310611,64,text-generation,transformers,2024-05-18 04:50:56+00:00,2025-09-08 05:56:56+00:00,"transformers,safetensors,llama,text-generation,generated_from_trainer,axolotl,conversational,dataset:cognitivecomputations/Dolphin-2.9,dataset:teknium/OpenHermes-2.5,dataset:m-a-p/CodeFeedback-Filtered-Instruction,dataset:cognitivecomputations/dolphin-coder,dataset:cognitivecomputations/samantha-data,dataset:microsoft/orca-math-word-problems-200k,dataset:Locutusque/function-calling-chatml,dataset:internlm/Agent-FLAN,base_model:01-ai/Yi-1.5-34B,base_model:finetune:01-ai/Yi-1.5-34B,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us"
dima806/fairface_age_image_detection,dima806,4309612,74,image-classification,transformers,2024-12-06 14:59:20+00:00,2024-12-15 19:54:53+00:00,"transformers,safetensors,vit,image-classification,dataset:nateraw/fairface,base_model:google/vit-base-patch16-224-in21k,base_model:finetune:google/vit-base-patch16-224-in21k,license:apache-2.0,endpoints_compatible,region:us"
Qwen/Qwen3-4B-Instruct-2507,Qwen,4282553,876,text-generation,transformers,2025-08-05 10:58:03+00:00,2025-09-17 06:56:53+00:00,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
Qwen/Qwen2.5-0.5B-Instruct,Qwen,4083826,529,text-generation,transformers,2024-09-16 11:52:46+00:00,2024-09-25 12:32:56+00:00,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2407.10671,base_model:Qwen/Qwen2.5-0.5B,base_model:finetune:Qwen/Qwen2.5-0.5B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
deepseek-ai/DeepSeek-V4-Pro,deepseek-ai,4061006,4755,text-generation,transformers,2026-04-22 06:04:45+00:00,2026-06-08 06:02:44+00:00,"transformers,safetensors,deepseek_v4,text-generation,conversational,license:mit,eval-results,endpoints_compatible,8-bit,fp8,region:us"
facebook/esm2_t33_650M_UR50D,facebook,4053273,80,fill-mask,transformers,2022-09-27 14:36:16+00:00,2023-03-21 15:05:12+00:00,"transformers,pytorch,tf,safetensors,esm,fill-mask,license:mit,endpoints_compatible,deploy:azure,region:us"
answerdotai/ModernBERT-base,answerdotai,4023897,1050,fill-mask,transformers,2024-12-11 11:38:06+00:00,2025-01-15 20:11:48+00:00,"transformers,pytorch,onnx,safetensors,modernbert,fill-mask,masked-lm,long-context,en,arxiv:2412.13663,license:apache-2.0,deploy:azure,region:us"
facebook/w2v-bert-2.0,facebook,4020526,217,feature-extraction,transformers,2023-12-19 07:41:49+00:00,2024-01-25 13:51:13+00:00,"transformers,safetensors,wav2vec2-bert,feature-extraction,af,am,ar,as,az,be,bn,bs,bg,ca,cs,zh,cy,da,de,el,en,et,fi,fr,or,om,ga,gl,gu,ha,he,hi,hr,hu,hy,ig,id,is,it,jv,ja,kn,ka,kk,mn,km,ky,ko,lo,ln,lt,lb,lg,lv,ml,mr,mk,mt,mi,my,nl,nb,ne,ny,oc,pa,ps,fa,pl,pt,ro,ru,sk,sl,sn,sd,so,es,sr,sv,sw,ta,te,tg,tl,th,tr,uk,ur,uz,vi,wo,xh,yo,ms,zu,ary,arz,yue,kea,arxiv:2312.05187,license:mit,deploy:azure,region:us"
distilbert/distilgpt2,distilbert,3970439,630,text-generation,transformers,2022-03-02 23:29:04+00:00,2024-02-19 11:09:53+00:00,"transformers,pytorch,tf,jax,tflite,rust,coreml,safetensors,gpt2,text-generation,exbert,en,dataset:openwebtext,arxiv:1910.01108,arxiv:2201.08542,arxiv:2203.12574,arxiv:1910.09700,arxiv:1503.02531,license:apache-2.0,model-index,co2_eq_emissions,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
sentence-transformers/paraphrase-MiniLM-L6-v2,sentence-transformers,3934910,148,sentence-similarity,sentence-transformers,2022-03-02 23:29:05+00:00,2025-03-06 13:26:35+00:00,"sentence-transformers,pytorch,tf,onnx,safetensors,openvino,bert,feature-extraction,sentence-similarity,transformers,arxiv:1908.10084,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
openai/gpt-oss-120b,openai,3924278,4868,text-generation,transformers,2025-08-04 22:33:06+00:00,2025-08-26 17:25:03+00:00,"transformers,safetensors,gpt_oss,text-generation,vllm,conversational,arxiv:2508.10925,license:apache-2.0,eval-results,endpoints_compatible,8-bit,mxfp4,deploy:azure,region:us"
hmellor/tiny-random-LlamaForCausalLM,hmellor,3876904,0,text-generation,transformers,2025-04-29 21:47:13+00:00,2025-04-29 22:01:04+00:00,"transformers,safetensors,llama,text-generation,conversational,arxiv:1910.09700,text-generation-inference,endpoints_compatible,region:us"
BAAI/bge-small-zh-v1.5,BAAI,3825474,116,feature-extraction,transformers,2023-09-12 05:22:29+00:00,2023-10-12 03:35:59+00:00,"transformers,pytorch,safetensors,bert,feature-extraction,zh,arxiv:2310.07554,arxiv:2309.07597,license:mit,text-embeddings-inference,endpoints_compatible,deploy:azure,region:us"
google-bert/bert-base-multilingual-uncased,google-bert,3807308,157,fill-mask,transformers,2022-03-02 23:29:04+00:00,2024-02-19 11:06:00+00:00,"transformers,pytorch,tf,jax,safetensors,bert,fill-mask,multilingual,af,sq,ar,an,hy,ast,az,ba,eu,bar,be,bn,inc,bs,br,bg,my,ca,ceb,ce,zh,cv,hr,cs,da,nl,en,et,fi,fr,gl,ka,de,el,gu,ht,he,hi,hu,is,io,id,ga,it,ja,jv,kn,kk,ky,ko,la,lv,lt,roa,nds,lm,mk,mg,ms,ml,mr,min,ne,new,nb,nn,oc,fa,pms,pl,pt,pa,ro,ru,sco,sr,scn,sk,sl,aze,es,su,sw,sv,tl,tg,ta,tt,te,tr,uk,ud,uz,vi,vo,war,cy,fry,pnb,yo,dataset:wikipedia,arxiv:1810.04805,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
BAAI/bge-reranker-base,BAAI,3731477,236,text-classification,sentence-transformers,2023-09-11 12:30:04+00:00,2024-06-24 14:10:03+00:00,"sentence-transformers,pytorch,onnx,safetensors,xlm-roberta,mteb,text-embeddings-inference,text-classification,en,zh,arxiv:2401.03462,arxiv:2312.15503,arxiv:2311.13534,arxiv:2310.07554,arxiv:2309.07597,license:mit,model-index,endpoints_compatible,deploy:azure,region:us"
Qwen/Qwen3-VL-4B-Instruct,Qwen,3711454,394,image-text-to-text,transformers,2025-10-11 07:23:22+00:00,2025-10-15 16:15:55+00:00,"transformers,safetensors,qwen3_vl,image-text-to-text,conversational,arxiv:2505.09388,arxiv:2502.13923,arxiv:2409.12191,arxiv:2308.12966,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us"
google-bert/bert-base-multilingual-cased,google-bert,3651626,592,fill-mask,transformers,2022-03-02 23:29:04+00:00,2024-02-19 11:05:41+00:00,"transformers,pytorch,tf,jax,safetensors,bert,fill-mask,multilingual,af,sq,ar,an,hy,ast,az,ba,eu,bar,be,bn,inc,bs,br,bg,my,ca,ceb,ce,zh,cv,hr,cs,da,nl,en,et,fi,fr,gl,ka,de,el,gu,ht,he,hi,hu,is,io,id,ga,it,ja,jv,kn,kk,ky,ko,la,lv,lt,roa,nds,lm,mk,mg,ms,ml,mr,mn,min,ne,new,nb,nn,oc,fa,pms,pl,pt,pa,ro,ru,sco,sr,scn,sk,sl,aze,es,su,sw,sv,tl,tg,th,ta,tt,te,tr,uk,ud,uz,vi,vo,war,cy,fry,pnb,yo,dataset:wikipedia,arxiv:1810.04805,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
google-bert/bert-base-cased,google-bert,3645574,360,fill-mask,transformers,2022-03-02 23:29:04+00:00,2024-02-19 11:02:26+00:00,"transformers,pytorch,tf,jax,safetensors,bert,fill-mask,exbert,en,dataset:bookcorpus,dataset:wikipedia,arxiv:1810.04805,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
Qwen/Qwen2-VL-2B-Instruct,Qwen,3635618,507,image-text-to-text,transformers,2024-08-28 09:02:15+00:00,2025-01-12 01:59:29+00:00,"transformers,safetensors,qwen2_vl,image-text-to-text,multimodal,conversational,en,arxiv:2409.12191,arxiv:2308.12966,base_model:Qwen/Qwen2-VL-2B,base_model:finetune:Qwen/Qwen2-VL-2B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
Qwen/Qwen2-1.5B-Instruct,Qwen,3621940,162,text-generation,transformers,2024-06-03 09:08:12+00:00,2024-06-06 14:36:57+00:00,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
zai-org/GLM-OCR,zai-org,3607869,1819,image-text-to-text,transformers,2026-01-30 04:24:21+00:00,2026-05-19 12:28:43+00:00,"transformers,safetensors,glm_ocr,image-text-to-text,conversational,zh,en,fr,es,ru,de,ja,ko,arxiv:2603.10910,license:mit,eval-results,endpoints_compatible,deploy:azure,region:us"
deepseek-ai/DeepSeek-V3.2,deepseek-ai,3585856,1446,text-generation,transformers,2025-12-01 02:34:49+00:00,2025-12-01 11:04:59+00:00,"transformers,safetensors,deepseek_v32,text-generation,conversational,base_model:deepseek-ai/DeepSeek-V3.2-Exp-Base,base_model:finetune:deepseek-ai/DeepSeek-V3.2-Exp-Base,license:mit,eval-results,endpoints_compatible,fp8,region:us"
docling-project/docling-models,docling-project,3538356,211,,transformers,2024-07-02 12:26:11+00:00,2025-12-03 10:16:37+00:00,"transformers,arxiv:2408.09869,arxiv:2206.01062,doi:10.57967/hf/3036,license:cdla-permissive-2.0,license:apache-2.0,eval-results,endpoints_compatible,region:us"
timm/convnextv2_nano.fcmae_ft_in22k_in1k,timm,3514504,4,image-classification,timm,2023-01-05 01:55:39+00:00,2025-01-21 21:16:04+00:00,"timm,pytorch,safetensors,image-classification,transformers,dataset:imagenet-1k,arxiv:2301.00808,license:cc-by-nc-4.0,region:us"
cardiffnlp/twitter-roberta-base-sentiment-latest,cardiffnlp,3464782,809,text-classification,transformers,2022-03-15 01:21:58+00:00,2025-08-04 07:58:29+00:00,"transformers,pytorch,tf,roberta,text-classification,en,dataset:tweet_eval,arxiv:2202.03829,license:cc-by-4.0,endpoints_compatible,deploy:azure,region:us"
pyannote/segmentation,pyannote,3436230,677,voice-activity-detection,pyannote-audio,2022-03-02 23:29:05+00:00,2024-05-10 19:38:44+00:00,"pyannote-audio,pytorch,pyannote,pyannote-audio-model,audio,voice,speech,speaker,speaker-segmentation,voice-activity-detection,overlapped-speech-detection,resegmentation,arxiv:2104.04045,license:mit,region:us"
intfloat/e5-large-v2,intfloat,3413124,279,sentence-similarity,sentence-transformers,2023-05-19 07:23:33+00:00,2025-02-17 03:26:51+00:00,"sentence-transformers,pytorch,onnx,safetensors,openvino,bert,mteb,Sentence Transformers,sentence-similarity,en,arxiv:2212.03533,arxiv:2104.08663,arxiv:2210.07316,license:mit,model-index,text-embeddings-inference,endpoints_compatible,region:us"
jinaai/jina-embeddings-v3,jinaai,3400869,1144,feature-extraction,transformers,2024-09-05 11:56:46+00:00,2026-04-08 14:04:08+00:00,"transformers,pytorch,onnx,safetensors,feature-extraction,sentence-similarity,mteb,sentence-transformers,custom_code,multilingual,af,am,ar,as,az,be,bg,bn,br,bs,ca,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,fy,ga,gd,gl,gu,ha,he,hi,hr,hu,hy,id,is,it,ja,jv,ka,kk,km,kn,ko,ku,ky,la,lo,lt,lv,mg,mk,ml,mn,mr,ms,my,ne,nl,no,om,or,pa,pl,ps,pt,ro,ru,sa,sd,si,sk,sl,so,sq,sr,su,sv,sw,ta,te,th,tl,tr,ug,uk,ur,uz,vi,xh,yi,zh,arxiv:2409.10173,license:cc-by-nc-4.0,model-index,eval-results,region:eu"
apple/mobilevit-small,apple,3360484,91,image-classification,transformers,2022-05-30 12:43:23+00:00,2025-02-24 21:25:21+00:00,"transformers,pytorch,tf,coreml,vision,image-classification,dataset:imagenet-1k,arxiv:2110.02178,license:other,endpoints_compatible,region:us"
TostAI/nsfw-image-detection-large,TostAI,3342914,18,,,2024-09-13 19:18:59+00:00,2024-09-13 19:19:26+00:00,"safetensors,focalnet,en,license:cc-by-nc-sa-4.0,region:us"
mistralai/Mistral-7B-Instruct-v0.3,mistralai,3278868,2625,,vllm,2024-05-22 09:57:04+00:00,2025-12-03 12:13:48+00:00,"vllm,safetensors,mistral,mistral-common,base_model:mistralai/Mistral-7B-v0.3,base_model:finetune:mistralai/Mistral-7B-v0.3,license:apache-2.0,region:us"
jonatasgrosman/wav2vec2-large-xlsr-53-russian,jonatasgrosman,3249981,75,automatic-speech-recognition,transformers,2022-03-02 23:29:05+00:00,2022-12-14 01:58:43+00:00,"transformers,pytorch,jax,wav2vec2,automatic-speech-recognition,audio,hf-asr-leaderboard,mozilla-foundation/common_voice_6_0,robust-speech-event,ru,speech,xlsr-fine-tuning-week,dataset:common_voice,dataset:mozilla-foundation/common_voice_6_0,doi:10.57967/hf/3571,license:apache-2.0,model-index,endpoints_compatible,deploy:azure,region:us"
Comfy-Org/stable-diffusion-v1-5-archive,Comfy-Org,3222908,104,,diffusion-single-file,2024-08-29 20:40:43+00:00,2025-12-10 15:04:36+00:00,"diffusion-single-file,comfyui,en,base_model:CompVis/stable-diffusion-v1-4,base_model:finetune:CompVis/stable-diffusion-v1-4,license:creativeml-openrail-m,region:us"
Xenova/all-MiniLM-L6-v2,Xenova,3190934,122,feature-extraction,transformers.js,2023-05-02 22:46:15+00:00,2025-07-22 16:42:24+00:00,"transformers.js,onnx,bert,feature-extraction,base_model:sentence-transformers/all-MiniLM-L6-v2,base_model:quantized:sentence-transformers/all-MiniLM-L6-v2,license:apache-2.0,region:us"
cross-encoder/ms-marco-MiniLM-L4-v2,cross-encoder,3183168,15,text-ranking,sentence-transformers,2022-03-02 23:29:05+00:00,2025-08-29 14:36:22+00:00,"sentence-transformers,pytorch,jax,onnx,safetensors,openvino,bert,text-classification,transformers,text-ranking,en,dataset:sentence-transformers/msmarco,base_model:cross-encoder/ms-marco-MiniLM-L12-v2,base_model:quantized:cross-encoder/ms-marco-MiniLM-L12-v2,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
